,gameId,gameDuraton,blueWins,blueWardPlaced,blueKills,blueDeath,redWardPlaced,blueTotalGoldDiff,blueTotalMinionKillDiff,FirstTowerDiff,HeraldDiff,FirstDragonDiff,blueJungleMinionDiff,TotalAssistDiff,AvgLevelDiff
14928,4176278059,2184,0,114,13,17,139,-10261,-56,-1,-1,1,-49,-10,-1.200000000000001
14929,4168685869,1218,1,50,26,17,42,6385,15,1,0,1,-13,9,0.3999999999999986
14930,4168665629,1747,0,73,25,33,91,-8282,78,-1,-1,1,-7,-6,-1.200000000000001
14931,4166903314,2136,1,121,37,30,102,5707,-73,-1,1,-1,60,19,1.5999999999999996
14932,4164375794,730,0,14,1,14,19,-14102,-172,-1,0,-1,-52,-20,-3.1999999999999993
14933,4157936917,1504,1,70,27,16,75,11121,25,1,1,-1,83,22,1.8000000000000007
14934,4157896575,942,1,31,13,12,25,6714,43,1,0,1,79,6,1.7999999999999998
14935,4154224783,1437,1,89,24,11,62,6674,-63,1,1,1,-9,27,1.200000000000001
14936,4154026479,1044,1,31,13,5,21,10263,36,1,0,1,24,18,1.4000000000000004
14937,4153941051,1916,1,93,32,22,94,7639,-10,-1,1,-1,67,12,2.0
14938,4153902457,1118,1,41,26,16,49,6918,12,1,0,1,17,21,0.5999999999999996
14939,4153832243,1592,0,69,19,36,79,-5853,33,1,1,1,-43,-23,-0.40000000000000036
14940,4153691050,1281,1,47,38,15,37,14163,72,1,0,-1,21,60,2.200000000000001
14941,4151558240,1445,0,62,12,24,64,-9487,1,-1,-1,-1,-43,-23,-1.4000000000000004
14942,4151520995,1728,0,82,13,22,74,-9026,-17,-1,-1,1,-9,-33,-1.0
14943,4151453310,930,0,32,7,19,34,-7526,-1,-1,0,-1,-40,-16,-1.4000000000000004
14944,4151286228,1639,1,78,25,18,59,7428,47,-1,1,-1,-19,26,1.0
14945,4151164380,2256,1,95,36,31,149,-60,-5,-1,-1,1,55,17,0.0
14946,4151115170,1347,0,54,10,20,53,-9370,-86,-1,0,-1,-102,-16,-1.4000000000000004
14947,4150593336,972,1,28,20,4,23,13169,121,1,0,1,29,22,2.4000000000000004
14948,4150203631,1474,0,70,22,37,64,-10065,-45,-1,-1,-1,-28,-24,-1.5999999999999996
14949,4149883744,1377,1,49,37,14,59,16733,98,1,0,1,86,41,1.5999999999999996
14950,4149733653,1648,1,68,27,13,79,9972,-7,-1,1,-1,-6,49,1.8000000000000007
14951,4215801025,1517,1,89,23,13,52,11775,72,1,1,1,75,14,1.3999999999999986
14952,4205880431,1473,0,65,9,23,61,-12045,-82,1,-1,-1,-41,-27,-2.0
14953,4198612458,2495,0,144,38,34,134,515,120,-1,-1,1,-69,22,0.6000000000000014
14954,4197334589,1854,0,80,21,30,100,-3105,36,1,-1,-1,-48,-27,-1.3999999999999986
14955,4180531237,1444,0,54,13,34,63,-8429,83,1,-1,-1,31,-46,-1.5999999999999996
14956,4180434977,1429,0,50,9,20,52,-9883,-76,-1,-1,-1,-28,-28,-1.8000000000000007
14957,4180279990,1590,0,79,19,27,62,-10627,-34,-1,-1,-1,-59,-8,-1.1999999999999993
14958,4180240416,2107,1,95,25,25,111,2238,98,-1,-1,-1,-84,3,0.40000000000000036
14959,4179853115,1141,1,48,20,8,45,11428,116,1,0,1,86,9,1.1999999999999993
14960,4157999061,979,1,51,22,12,35,6655,39,1,0,1,18,23,1.200000000000001
14961,4225261169,1527,0,76,10,28,52,-15624,-55,-1,-1,-1,-75,-30,-2.200000000000001
14962,4214356365,1320,0,43,9,18,61,-8972,-50,-1,0,1,-55,-18,-1.4000000000000004
14963,4208606769,1251,1,52,16,11,42,8685,111,1,0,1,44,2,0.20000000000000107
14964,4204710612,1333,1,70,27,14,47,9165,2,1,0,1,43,20,1.0
14965,4204402105,1887,1,85,23,18,88,6938,47,1,1,-1,29,10,0.8000000000000007
14966,4195411476,1569,1,58,38,19,57,6496,25,1,0,-1,11,17,0.40000000000000036
14967,4181686736,2214,0,133,30,49,115,-9014,13,1,-1,-1,37,-37,-1.4000000000000004
14968,4174753965,2131,1,122,22,19,98,7147,-16,1,-1,-1,-19,24,1.0000000000000018
14969,4174800832,1727,0,72,23,33,104,-10226,-29,-1,0,1,-63,-9,-0.3999999999999986
14970,4174708147,1568,1,76,31,19,64,10633,89,1,0,1,65,16,1.5999999999999996
14971,4172440410,2244,1,110,32,26,136,6958,-16,1,1,-1,70,21,0.8000000000000007
14972,4172371951,1749,1,70,23,17,108,5779,-116,1,1,-1,22,21,1.1999999999999993
14973,4172209175,1561,1,74,27,13,61,15103,74,1,1,1,52,36,1.5999999999999996
14974,4167850093,1715,1,85,30,30,65,2697,21,1,1,1,-44,8,0.40000000000000036
14975,4167596538,1205,0,41,12,18,50,-8345,-109,-1,0,-1,-31,-9,-1.1999999999999993
14976,4164524166,1582,1,89,30,26,74,8238,94,1,1,1,37,-4,1.0
14977,4159381331,1683,0,90,15,24,89,-8383,-57,1,-1,-1,-25,-17,-1.5999999999999996
14978,4159283482,1896,1,91,40,33,82,11597,80,1,1,1,101,17,1.3999999999999986
14979,4157481762,918,1,27,18,6,34,8146,41,1,0,1,17,5,1.1999999999999993
14980,4152553116,1432,0,60,11,28,65,-14751,-65,-1,-1,-1,-81,-24,-2.0
14981,4203894018,1350,0,57,14,36,50,-17694,-77,-1,-1,1,-114,-29,-3.0
14982,4202614639,1750,1,71,45,27,66,7440,0,-1,1,1,13,39,1.9999999999999982
14983,4201204303,1501,1,89,19,10,64,5895,52,-1,1,1,28,22,1.5999999999999996
14984,4201130201,1952,0,89,34,30,103,-1646,-126,1,1,-1,23,3,-0.20000000000000107
14985,4200687283,1197,1,37,34,13,31,15480,44,1,0,1,50,38,2.0
14986,4200008491,766,0,19,1,11,28,-10157,-84,-1,0,-1,1,-17,-1.7999999999999998
14987,4187135513,1099,0,40,17,30,42,-4030,53,1,0,-1,-45,-22,-1.0
14988,4186466625,1402,0,41,12,28,49,-11064,6,-1,0,-1,-75,-33,-1.4000000000000004
14989,4186318133,977,0,35,4,17,33,-7961,-47,1,0,-1,-37,-14,-1.799999999999999
14990,4185448604,1430,1,60,23,12,37,6946,-30,1,0,-1,34,5,1.0
14991,4185194316,2605,1,152,32,31,179,5146,-63,1,-1,1,32,-11,0.40000000000000213
14992,4185081730,1086,1,34,28,6,35,15339,113,1,0,1,52,12,2.5999999999999996
14993,4171922316,1363,0,51,6,24,52,-16449,-76,-1,-1,-1,-63,-34,-2.0
14994,4171029133,1401,1,56,35,14,61,12812,53,1,1,1,35,31,1.799999999999999
14995,4170229730,1698,1,71,37,28,84,6727,-38,-1,1,1,49,18,1.0
14996,4170203598,1093,0,34,8,27,47,-12755,-37,-1,0,-1,-78,-28,-2.200000000000001
14997,4169639500,1651,1,66,49,27,70,9057,25,1,1,1,37,49,1.0
14998,4210177060,1407,0,53,16,30,60,-9836,-50,-1,0,-1,-41,-15,-1.8000000000000007
14999,4206864100,2170,1,109,35,30,108,7662,-65,1,1,1,26,14,1.3999999999999986
15000,4201233895,1232,1,41,27,11,47,9311,43,1,0,-1,-9,23,1.4000000000000004
15001,4198604433,1347,1,61,29,16,57,9153,15,1,0,-1,70,38,1.4000000000000004
15002,4199508001,1211,1,53,20,11,42,8401,38,1,0,-1,18,15,1.4000000000000004
15003,4187442798,1740,1,95,30,21,70,5931,-66,1,1,-1,8,14,0.6000000000000014
15004,4187286308,943,1,41,10,1,36,5660,11,1,0,1,-4,12,0.7999999999999989
15005,4185901390,1349,0,42,21,33,59,-7609,21,-1,0,-1,-16,-22,-0.5999999999999996
15006,4185820068,1637,0,51,13,25,68,-12894,-80,-1,-1,1,-72,-14,-1.8000000000000007
15007,4184629260,934,1,31,17,2,28,12715,127,1,0,1,35,17,2.0
15008,4180492033,1743,0,72,20,31,70,-5178,-4,-1,-1,1,40,-31,-1.1999999999999993
15009,4173593773,2135,1,97,37,26,77,10516,123,1,1,1,43,9,1.6000000000000014
15010,4167011563,1815,0,88,45,42,88,-5468,-21,-1,-1,1,6,-3,-0.8000000000000007
15011,4166885029,1423,1,46,39,22,46,9447,-32,1,0,1,37,25,1.200000000000001
15012,4156164452,1481,1,77,28,17,54,9314,-54,1,1,1,43,52,1.5999999999999996
15013,4156093518,1408,0,40,13,38,53,-14111,-13,-1,0,1,-53,-50,-1.5999999999999996
15014,4203285733,959,1,29,19,8,33,6868,46,1,0,1,17,13,1.4000000000000004
15015,4199597766,1172,1,43,23,9,38,10126,56,-1,0,1,16,23,1.200000000000001
15016,4197343351,1889,0,83,24,34,105,-7630,-4,1,-1,-1,-92,-24,-1.4000000000000004
15017,4190564276,1734,0,75,13,22,81,-12657,-108,-1,-1,-1,-15,-15,-1.1999999999999993
15018,4233243048,1328,1,57,27,14,41,8337,-17,-1,0,-1,2,24,1.200000000000001
15019,4214693568,1322,0,49,12,23,49,-10994,-30,-1,-1,-1,-45,3,-1.799999999999999
15020,4213389818,1411,0,54,23,24,53,1174,1,1,0,1,-16,-16,-0.7999999999999989
15021,4217060034,1979,1,79,35,26,78,9128,-19,-1,1,1,26,23,1.6000000000000014
15022,4210401721,2163,0,123,30,40,91,-5466,-108,1,1,-1,13,-24,-0.6000000000000014
15023,4208617837,1531,0,57,15,21,58,-9683,-109,-1,-1,-1,-37,-20,-1.1999999999999993
15024,4204677653,1807,1,116,19,15,100,7997,-51,1,1,1,36,2,1.5999999999999996
15025,4208076830,1308,1,39,25,18,40,6199,18,1,0,1,68,27,1.0
15026,4207998783,914,1,34,26,5,28,14465,112,1,0,1,51,24,2.0
15027,4207116661,970,0,30,6,24,37,-9841,-46,-1,0,1,-32,-37,-1.8000000000000007
15028,4207111886,1600,1,50,34,21,64,10507,11,1,0,-1,61,37,1.4000000000000004
15029,4207037775,781,0,16,6,11,23,-9619,-132,-1,0,0,-10,-11,-1.5999999999999996
15030,4205815047,1329,1,50,28,14,50,9804,18,-1,1,1,41,41,2.4000000000000004
15031,4205679090,1483,0,51,24,31,53,-9161,-107,-1,-1,-1,-25,-3,-1.0
15032,4205700561,1575,0,60,21,27,81,-727,46,1,0,-1,-11,-9,-1.200000000000001
15033,4204677889,1456,1,62,30,20,66,8936,47,1,1,1,57,2,1.1999999999999993
15034,4220998937,916,1,34,12,3,25,7699,20,1,0,1,27,13,1.1999999999999993
15035,4195276597,1787,0,89,19,36,89,-5358,13,1,-1,1,-37,-33,-1.200000000000001
15036,4174672783,1137,0,34,9,24,52,-10551,-54,-1,0,-1,-56,-28,-1.5999999999999996
15037,4174598686,1549,0,72,11,19,72,-11238,-52,-1,-1,-1,-50,-4,-1.4000000000000004
15038,4174651978,1725,0,63,16,29,89,-10304,36,-1,-1,-1,-13,-20,-2.0
15039,4220634824,2153,1,92,40,35,106,4877,80,-1,-1,-1,29,-5,0.8000000000000007
15040,4214852650,1594,1,79,28,25,71,3574,18,-1,1,-1,-69,16,1.5999999999999996
15041,4197398295,1290,1,54,30,9,46,9310,-37,1,0,-1,15,32,2.1999999999999993
15042,4197403002,1675,0,70,21,30,59,-7179,21,-1,1,-1,-36,-41,-0.5999999999999996
15043,4196262024,923,0,26,6,21,27,-12861,-137,-1,0,-1,-31,-12,-1.8000000000000007
15044,4195476652,1487,1,65,37,14,44,11397,8,1,1,1,59,29,2.200000000000001
15045,4195397838,951,0,30,4,13,26,-5244,-23,-1,0,-1,-9,-16,-0.6000000000000014
15046,4186072589,1767,0,109,14,26,85,-5599,-70,-1,0,-1,29,-14,-0.5999999999999996
15047,4185974926,1476,0,68,19,44,64,-13268,-33,-1,-1,1,-19,-37,-2.0
15048,4164354916,1660,0,84,14,22,100,-6609,-2,1,-1,1,-41,-14,-1.4000000000000004
15049,4158046991,1649,0,49,20,37,59,-12308,0,-1,-1,-1,-112,-33,-1.200000000000001
15050,4157998110,1322,0,47,9,23,59,-10031,-9,-1,0,-1,-27,-22,-1.1999999999999993
15051,4158011234,1643,1,67,21,7,54,10997,-56,-1,1,-1,88,28,1.8000000000000007
15052,4201309363,1385,1,51,34,9,53,15867,50,1,1,1,35,47,2.5999999999999996
15053,4196608310,921,1,27,15,1,25,11986,83,1,0,1,25,22,2.0
15054,4191667700,1274,1,54,24,12,48,10663,29,1,0,1,61,24,1.5999999999999996
15055,4190163385,956,1,35,31,5,23,17480,173,1,0,1,9,16,2.5999999999999996
15056,4180590972,1659,1,91,24,9,92,10515,-40,1,1,-1,64,27,1.5999999999999996
15057,4179047048,1554,0,47,19,31,59,-8484,-15,-1,-1,-1,6,3,-0.3999999999999986
15058,4178300895,1858,1,69,41,33,87,2246,-117,1,-1,1,53,15,-0.5999999999999996
15059,4178107357,1665,1,90,29,18,78,10695,-18,1,1,1,44,5,1.3999999999999986
15060,4176077974,1488,0,57,24,42,55,-13125,21,-1,-1,1,-82,-32,-1.1999999999999993
15061,4174587343,1212,1,51,25,11,40,8457,25,1,0,1,11,16,1.1999999999999993
15062,4173867822,1480,0,72,10,27,50,-14689,-71,-1,-1,1,-58,-42,-1.8000000000000007
15063,4173756550,198,0,3,3,1,1,44,-12,0,0,0,-5,-2,0.0
15064,4173715732,1652,0,57,21,30,79,-5534,-46,1,1,-1,-33,-34,-0.5999999999999996
15065,4172146390,1614,0,67,11,28,65,-11093,-96,-1,-1,1,60,-29,-1.8000000000000007
15066,4172066010,1943,0,110,8,33,125,-14913,-114,-1,-1,-1,-50,-40,-2.3999999999999986
15067,4166661207,973,1,38,18,5,27,9896,22,1,0,1,22,15,1.4000000000000004
15068,4165389866,1382,0,57,17,43,40,-15179,-87,-1,0,-1,0,-61,-1.8000000000000007
15069,4165319919,1993,1,91,24,23,94,4751,51,-1,1,-1,-23,5,1.1999999999999993
15070,4158788646,1117,1,39,13,12,32,6285,106,1,0,1,21,10,2.0
15071,4157497508,1585,1,84,31,12,59,12721,0,1,1,1,44,51,1.5999999999999996
15072,4156487942,1954,1,83,33,31,75,3179,-124,-1,1,1,55,5,0.5999999999999979
15073,4218353131,1742,1,72,20,10,70,9117,-89,-1,1,1,11,21,1.5999999999999996
15074,4200922155,1433,0,58,15,34,66,-14943,-55,-1,-1,1,-56,-29,-2.200000000000001
15075,4196849368,1538,0,67,21,30,59,-8020,-5,-1,0,1,-61,-16,-1.0
15076,4224890126,2104,0,116,28,38,91,-9880,-58,-1,1,-1,-83,-7,-1.1999999999999993
15077,4222668256,1145,1,41,32,17,32,9355,33,1,0,1,81,8,1.5999999999999996
15078,4220148340,727,1,21,14,6,10,12698,129,1,0,1,44,10,2.8
15079,4210356379,1113,0,33,4,25,46,-11070,-67,-1,0,-1,21,-27,-1.5999999999999996
15080,4220340084,1489,0,53,22,19,62,-3534,-49,-1,-1,-1,-4,9,0.0
15081,4208818994,1249,0,46,13,23,59,-6068,18,-1,0,-1,-49,-17,-1.3999999999999986
15082,4180740045,1819,1,81,32,27,70,9457,-5,1,1,1,142,14,1.0
15083,4165678782,1520,0,51,10,33,63,-14476,-29,-1,-1,-1,-25,-39,-2.0
15084,4164795187,1712,1,77,38,22,75,9435,-34,1,1,-1,55,22,1.8000000000000007
15085,4162699280,1570,0,52,11,37,75,-12989,11,-1,-1,1,-4,-37,-2.0
15086,4150735427,1359,1,48,32,8,53,14662,62,1,0,1,44,31,1.799999999999999
15087,4150752639,1008,0,30,10,26,36,-8770,-9,-1,0,-1,-38,-25,-1.799999999999999
15088,4144633652,1272,0,60,13,25,62,-10755,-112,-1,-1,-1,-70,-15,-1.8000000000000007
15089,4140847670,1369,0,62,10,28,54,-12632,-43,-1,0,-1,-80,-22,-1.5999999999999996
15090,4136142226,1844,1,78,36,18,89,13220,9,1,1,-1,124,20,1.8000000000000007
15091,4129979636,1300,0,34,12,44,56,-14853,-32,-1,0,-1,-42,-44,-1.8000000000000007
15092,4123438055,1139,0,43,5,20,51,-13001,-83,-1,0,-1,-35,-15,-1.6000000000000014
15093,4214261224,1214,0,54,9,13,48,-5927,-65,-1,0,1,-42,-2,-1.4000000000000004
15094,4210308483,1502,1,61,39,21,65,9876,9,-1,1,1,1,21,1.799999999999999
15095,4209386378,1848,0,109,31,26,111,478,-34,1,-1,1,15,-2,-1.1999999999999993
15096,4209080700,1214,1,52,22,9,41,7248,11,1,0,1,13,14,1.4000000000000004
15097,4207647833,1171,0,43,10,23,40,-7515,-58,1,0,1,2,-31,-1.5999999999999996
15098,4207671161,1207,1,47,24,7,51,10086,58,-1,0,1,3,24,1.4000000000000004
15099,4207523073,1434,1,84,21,15,63,5551,12,-1,1,-1,55,14,1.6000000000000014
15100,4205749968,1124,1,49,20,7,47,9974,12,1,0,1,6,28,1.799999999999999
15101,4204286151,1536,0,65,12,35,72,-15182,-25,-1,-1,1,-111,-38,-2.5999999999999996
15102,4192745486,1688,0,91,20,37,68,-10569,4,-1,0,1,-93,-38,-1.4000000000000004
15103,4175178959,1828,0,68,23,39,75,-7126,18,-1,-1,-1,-30,-42,-0.8000000000000007
15104,4168592309,918,0,30,1,11,35,-7751,-34,-1,0,-1,-41,-15,-1.5999999999999996
15105,4214733036,774,0,20,4,17,21,-9959,-88,-1,0,-1,17,-14,-1.5999999999999996
15106,4177756593,2001,1,72,35,36,86,7429,79,-1,-1,1,72,-16,1.4000000000000004
15107,4177740627,1773,1,69,26,15,117,7836,35,1,1,1,57,18,1.0
15108,4176384749,1214,0,62,10,23,51,-7825,-36,-1,0,-1,-23,-23,-1.1999999999999993
15109,4169380618,1356,1,56,40,18,42,11197,58,1,0,1,45,16,1.4000000000000004
15110,4169310870,1362,1,75,23,17,42,11611,4,-1,1,1,110,9,1.1999999999999993
15111,4169270059,1303,0,38,28,53,51,-15263,-78,-1,-1,-1,-105,3,-0.8000000000000007
15112,4168706003,1918,1,77,31,24,73,5556,-29,1,-1,-1,28,41,1.1999999999999993
15113,4167182392,1796,1,82,38,32,92,4564,-27,-1,1,-1,25,-6,0.40000000000000036
15114,4165941645,1359,0,62,12,28,55,-16080,-219,-1,0,-1,-94,-12,-2.1999999999999993
15115,4159531625,2070,1,121,39,28,112,10731,36,1,1,-1,17,17,1.1999999999999993
15116,4159417646,1929,1,118,39,14,92,13579,-61,1,0,-1,28,64,1.0
15117,4159362629,1803,1,92,26,19,97,6709,43,-1,1,-1,62,7,1.1999999999999993
15118,4159262680,2158,1,107,38,29,108,4331,-31,1,-1,-1,14,19,1.3999999999999986
15119,4159172523,1893,1,89,32,26,104,5873,96,1,1,1,26,-1,1.0
15120,4214401783,1153,1,30,20,16,43,10219,78,1,0,-1,37,14,1.4000000000000004
15121,4214339132,602,1,14,7,1,6,9251,82,1,0,0,40,1,2.3999999999999995
15122,4222501637,1234,1,48,26,16,49,11445,104,1,0,-1,74,2,2.0
15123,4222320914,933,1,24,16,9,28,6921,92,-1,0,1,45,0,1.0
15124,4217651930,2031,0,111,16,29,95,-7342,-26,-1,1,1,-47,-35,-1.200000000000001
15125,4214639212,918,1,24,21,10,27,8636,51,1,0,-1,-12,25,1.4000000000000004
15126,4201594341,1428,1,66,29,8,45,16060,8,1,0,1,104,27,2.0
15127,4216544675,1066,0,30,10,22,45,-13784,-103,-1,0,1,-82,-17,-2.4000000000000004
15128,4212822595,933,1,38,12,3,33,8112,113,1,0,1,-8,11,1.5999999999999996
15129,4214105752,1969,0,69,21,28,92,-7976,-18,1,1,-1,-123,-32,-1.6000000000000014
15130,4211813478,1338,0,42,11,17,51,-5769,47,-1,0,-1,-71,-10,-0.8000000000000007
15131,4205604018,1398,1,69,21,11,56,9192,54,1,0,-1,6,31,0.6000000000000014
15132,4203567558,1581,1,79,26,18,69,8535,31,1,0,1,47,15,0.5999999999999996
15133,4223927756,1566,0,50,19,31,59,-8816,-22,-1,-1,-1,-87,-14,-1.5999999999999996
15134,4185000418,1005,0,17,7,18,32,-14265,-173,-1,0,-1,-39,-22,-2.0
15135,4180447290,989,1,32,21,11,23,11730,129,1,0,1,23,9,1.3999999999999986
15136,4178196546,926,0,30,7,24,20,-13784,-134,-1,0,1,-40,-27,-2.2
15137,4207126976,1676,1,71,40,33,86,6409,14,1,1,1,113,7,1.5999999999999996
15138,4207085494,1008,0,39,8,29,37,-12925,-52,-1,0,-1,-57,-29,-1.4000000000000004
15139,4207063339,1743,0,77,17,29,95,-8759,20,-1,-1,-1,-45,-28,-1.8000000000000007
15140,4176053339,2082,1,124,32,23,111,7014,-12,1,1,1,27,11,0.9999999999999982
15141,4175922704,2002,1,104,33,23,93,9829,-30,1,1,-1,69,19,1.1999999999999993
15142,4167401517,1517,1,89,19,12,71,9917,45,1,1,1,60,7,1.5999999999999996
15143,4161483828,1360,1,47,32,14,54,15675,62,1,0,-1,76,42,2.0
15144,4156918393,2197,1,109,26,30,121,944,94,-1,-1,-1,-3,-7,0.20000000000000284
15145,4152099956,1732,1,84,29,15,67,6800,-28,-1,0,1,45,33,0.8000000000000007
15146,4152072787,1115,1,51,25,11,46,8443,38,1,0,1,34,11,1.200000000000001
15147,4151509035,1768,1,64,41,31,80,6718,19,-1,-1,1,20,30,0.5999999999999996
15148,4149382026,1756,1,82,33,25,78,8064,73,1,1,1,25,17,1.200000000000001
15149,4134876037,1620,1,71,28,15,60,8998,-50,1,1,-1,-19,50,1.5999999999999996
15150,4134557989,1434,0,51,13,22,55,-5731,-4,1,-1,1,4,-23,-1.1999999999999993
15151,4132914249,1370,0,46,9,20,51,-3844,-6,1,0,-1,2,-10,-1.0
15152,4126742465,1768,1,74,28,17,79,6993,18,1,-1,-1,69,17,0.6000000000000014
15153,4126653050,1327,1,43,27,19,39,8429,51,1,0,1,50,3,0.3999999999999986
15154,4123890265,1227,1,49,23,6,42,11780,88,1,0,1,41,17,1.3999999999999986
15155,4121584248,1320,0,59,9,19,50,-8645,-18,-1,0,-1,-74,-15,-1.1999999999999993
15156,4105678081,1008,1,35,23,8,40,9984,112,1,0,1,25,12,1.8000000000000007
15157,4101696935,1052,0,29,8,21,26,-9100,-81,-1,0,1,-26,-25,-1.4000000000000004
15158,4101680991,1606,1,69,28,12,60,7467,-18,1,-1,-1,43,30,0.40000000000000036
15159,4213295598,1459,1,56,19,18,66,7094,81,1,1,1,-36,17,1.0
15160,4220134843,1216,0,54,13,25,61,-9631,-41,-1,0,-1,-72,-11,-1.0
15161,4083430465,1372,1,63,32,21,45,13629,150,1,0,1,35,10,1.3999999999999986
15162,4080669433,1337,1,59,33,14,43,10902,15,1,1,1,57,31,1.6000000000000014
15163,4225225442,1073,1,37,16,11,26,6348,22,1,0,-1,-4,10,1.0
15164,4223194333,2020,1,108,36,19,69,6166,-164,-1,1,-1,60,29,1.4000000000000004
15165,4216794318,1831,1,84,32,33,75,3159,38,1,-1,1,28,-7,0.20000000000000107
15166,4202323715,1498,1,63,33,20,58,8318,-2,1,0,-1,26,28,1.4000000000000004
15167,4201354649,974,1,38,25,5,33,13132,127,1,0,-1,19,14,1.1999999999999993
15168,4197390524,1441,1,57,33,23,56,4058,-96,1,1,1,87,15,0.40000000000000036
15169,4190961349,2101,0,113,26,24,114,-2634,71,1,-1,-1,-34,-9,-0.8000000000000007
15170,4188823115,919,0,30,7,11,24,-5256,-38,-1,0,-1,-68,0,-0.40000000000000036
15171,4183799681,1712,1,72,30,24,58,8556,7,1,1,-1,64,8,1.0
15172,4176914008,1357,1,67,44,16,49,12898,29,1,0,1,87,44,2.4000000000000004
15173,4176565002,1539,1,69,27,18,78,6242,-20,1,1,1,57,26,1.1999999999999993
15174,4176473995,1571,0,57,10,24,73,-12989,-99,1,-1,1,-70,-18,-1.8000000000000007
15175,4176075700,2142,1,94,41,30,113,-1236,-51,-1,-1,1,-34,46,0.0
15176,4174705801,1236,0,72,8,15,60,-9324,-47,-1,0,-1,-36,-1,-0.5999999999999996
15177,4190891669,1505,1,65,33,32,69,4778,78,1,1,-1,-13,-12,0.8000000000000007
15178,4181516671,2454,0,137,33,29,139,230,24,1,-1,1,-20,-10,-0.40000000000000213
15179,4177077225,1922,0,72,34,38,74,-6402,9,-1,1,-1,-57,19,0.1999999999999993
15180,4177020692,1603,0,95,20,27,100,-840,-30,1,0,1,16,-23,-0.6000000000000014
15181,4174780259,1867,1,78,38,25,120,6587,-73,1,1,1,75,21,0.7999999999999989
15182,4172511489,969,0,27,9,17,33,-7940,-106,-1,0,-1,-29,-6,-1.5999999999999996
15183,4172366520,1648,0,85,18,24,79,-12416,-130,-1,-1,-1,-146,-1,-1.4000000000000004
15184,4211903514,1740,1,72,33,40,74,-1066,70,-1,-1,-1,-65,-19,0.40000000000000036
15185,4207312885,1418,0,64,10,17,62,-9379,-65,-1,0,-1,-22,-4,-0.5999999999999996
15186,4207186365,1747,1,63,32,15,98,14086,-33,1,1,1,60,42,2.5999999999999996
15187,4211497579,968,1,36,27,11,31,9548,111,1,0,-1,-21,19,1.200000000000001
15188,4184987772,1334,0,34,4,17,45,-10005,5,-1,0,-1,-26,-26,-1.4000000000000004
15189,4165744104,2016,1,123,31,16,89,10118,43,-1,1,1,-17,17,1.200000000000001
15190,4165657253,2002,0,108,20,39,89,-8839,-43,-1,-1,1,-18,-34,-1.5999999999999996
15191,4165653616,1364,0,68,12,22,51,-13830,-132,-1,-1,1,-32,-2,-2.0
15192,4159435803,1396,1,57,31,17,62,6525,-17,1,0,1,74,13,0.7999999999999989
15193,4214578058,1611,0,94,20,19,83,2277,-61,1,-1,-1,38,-17,-1.0
15194,4211501873,1647,0,57,17,40,71,-13811,-46,-1,-1,-1,-13,-33,-2.0
15195,4205787840,1719,0,78,20,30,72,-11308,-81,-1,-1,-1,-2,-10,-1.0
15196,4205792189,1202,0,45,11,23,55,-6737,-45,-1,0,1,15,-27,-1.4000000000000004
15197,4202272981,1859,1,90,40,25,73,6005,-113,1,1,1,14,40,1.0
15198,4201883860,1258,1,51,23,12,60,9380,27,1,0,1,27,17,1.200000000000001
15199,4201734279,1364,0,66,10,28,50,-14967,-52,-1,-1,-1,-35,-48,-1.799999999999999
15200,4206743423,1961,0,88,27,27,104,-4643,-46,-1,-1,1,23,-6,-0.1999999999999993
15201,4183728871,1136,1,39,27,8,32,15846,102,1,0,1,96,34,2.0
15202,4183447034,913,1,30,22,4,33,11421,110,1,0,1,13,22,1.799999999999999
15203,4179183206,1833,1,79,31,17,106,12509,61,-1,1,1,26,39,2.0
15204,4172406089,1692,1,72,45,25,76,8794,44,1,1,1,11,8,1.0
15205,4172199199,980,0,36,6,15,42,-8216,-84,-1,0,-1,-28,-15,-1.0
15206,4169978857,1222,1,50,28,6,44,13686,31,1,0,-1,52,35,1.4000000000000004
15207,4169935131,822,0,17,4,11,26,-8639,-86,-1,0,0,-31,-9,-1.3999999999999995
15208,4169833165,1533,0,64,15,25,64,-8287,-32,1,-1,1,-1,-37,-1.5999999999999996
15209,4167179748,2038,1,106,33,23,118,8743,38,1,1,-1,47,16,1.3999999999999986
15210,4166936839,1345,1,54,30,15,58,11104,86,1,1,1,17,15,1.799999999999999
15211,4166921127,1252,1,45,27,12,56,8158,23,1,1,1,-38,22,1.1999999999999993
15212,4166840250,2050,0,103,27,28,93,-4851,-18,1,-1,-1,19,-9,-1.1999999999999993
15213,4166129032,1461,0,65,9,21,97,-4919,67,1,-1,-1,-55,-29,-1.5999999999999996
15214,4165466358,873,0,16,3,11,27,-12116,-108,-1,0,-1,-86,-10,-2.6000000000000005
15215,4165383899,912,0,26,6,15,26,-11190,-141,-1,0,1,-15,-13,-1.6000000000000005
15216,4165107808,927,1,45,23,4,21,12016,94,1,0,1,28,20,1.8000000000000007
15217,4164860791,1363,0,63,7,20,66,-6578,13,1,-1,-1,-24,-13,-1.799999999999999
15218,4164687338,1532,0,84,11,23,62,-6599,-7,1,0,-1,-49,-21,-1.1999999999999993
15219,4164711957,1111,0,41,10,28,47,-11397,-90,1,0,1,-29,-35,-1.799999999999999
