,gameId,gameDuraton,blueWins,blueWardPlaced,blueKills,blueDeath,redWardPlaced,blueTotalGoldDiff,blueTotalMinionKillDiff,FirstTowerDiff,HeraldDiff,FirstDragonDiff,blueJungleMinionDiff,TotalAssistDiff,AvgLevelDiff
0,4247263043,1323,0,38,15,31,50,-12831,-93,-1,0,-1,-33,-46,-1.6000000000000014
1,4247155821,1317,1,57,19,8,46,3936,-40,-1,0,1,-23,23,0.7999999999999989
2,4243963257,932,0,28,5,20,40,-12435,-94,-1,0,-1,-25,-12,-1.5999999999999996
3,4241678498,2098,0,129,26,36,96,-7081,-58,-1,1,1,21,-27,-0.8000000000000007
4,4241538868,2344,1,114,27,40,100,359,37,1,1,1,25,-36,-0.3999999999999986
5,4241394461,1567,1,65,26,18,58,7941,21,1,0,-1,31,9,1.0
6,4233222221,1686,0,72,16,31,72,-10925,-39,1,-1,-1,-78,-29,-1.5999999999999996
7,4233113995,1588,1,79,36,20,76,11755,5,1,1,-1,24,58,1.5999999999999996
8,4231100932,1618,1,89,26,25,96,8034,58,1,1,-1,-15,10,0.3999999999999986
9,4229230455,1126,1,43,20,11,47,6950,25,1,0,1,23,21,0.8000000000000007
10,4228952659,1201,1,41,25,9,28,17199,81,1,0,1,82,16,1.799999999999999
11,4228244819,1262,1,49,21,7,43,7561,3,-1,0,1,16,33,1.3999999999999986
12,4227123625,1429,0,75,7,19,89,-81,37,1,0,-1,53,-32,-0.8000000000000007
13,4222795586,1628,1,59,35,22,61,11309,91,-1,1,-1,25,24,2.0
14,4222632382,1692,0,78,21,32,68,-7210,41,-1,-1,-1,-58,-24,-0.6000000000000014
15,4219736584,1903,0,75,26,37,87,-8979,18,1,-1,1,-4,-36,-1.4000000000000021
16,4219647531,1381,1,51,33,12,58,11790,-52,1,1,1,54,35,2.0
17,4219545724,1313,0,45,6,22,64,-3792,53,1,0,-1,-14,-34,-1.4000000000000004
18,4219463634,1660,1,66,30,13,78,11698,21,-1,1,1,56,39,1.8000000000000007
19,4217069365,1221,1,54,17,7,48,7812,19,1,0,1,51,25,1.4000000000000004
20,4216998163,1356,0,55,11,23,59,-6228,-27,-1,0,1,47,-28,-0.8000000000000007
21,4214820366,1491,1,69,25,13,56,10606,35,1,1,1,25,24,1.1999999999999993
22,4208036316,1209,0,55,8,15,55,-7863,-86,-1,0,-1,-12,-9,-1.200000000000001
23,4205806443,2224,1,111,25,29,113,-728,28,-1,-1,-1,-13,-35,0.1999999999999993
24,4205778093,984,1,55,26,3,33,15101,98,1,0,1,51,29,2.4000000000000004
25,4205718397,1222,1,53,23,9,49,6782,-3,-1,0,1,13,26,1.5999999999999996
26,4205609024,1835,1,85,26,13,88,12805,44,1,1,-1,-9,28,2.4000000000000004
27,4201063474,1437,0,75,19,24,70,-3403,-37,1,0,1,-54,-17,-1.5999999999999996
28,4201002719,1430,0,66,10,23,68,-7887,-53,-1,0,-1,-24,-28,-1.0
29,4200860184,1215,1,53,26,12,38,6411,21,1,0,1,9,21,1.1999999999999993
30,4191943697,2016,0,95,18,25,98,-5897,-60,-1,-1,-1,-22,-17,-1.6000000000000014
31,4191827488,1389,0,44,20,35,64,-9399,18,-1,-1,1,-52,-24,-1.8000000000000007
32,4186297500,1821,1,110,40,26,81,11513,-8,1,1,-1,53,11,1.4000000000000004
33,4186224914,1329,1,49,34,20,71,7401,-11,1,0,1,49,14,1.0
34,4186016838,2310,1,171,44,19,144,14193,-65,1,1,1,63,64,1.1999999999999993
35,4185880938,1822,1,105,35,17,111,12245,84,1,0,1,84,36,1.3999999999999986
36,4183509170,1401,1,55,24,15,53,4504,-37,-1,0,-1,7,18,0.5999999999999996
37,4183404231,1853,1,83,32,30,88,1271,70,-1,-1,-1,-23,19,0.5999999999999996
38,4169877994,1337,1,58,22,7,63,8400,1,1,0,1,-18,18,1.0
39,4169807983,1109,1,43,19,9,54,8321,82,1,0,1,19,18,1.4000000000000004
40,4169722149,1816,1,96,39,17,72,10812,-1,1,1,1,-17,28,1.1999999999999993
41,4169630150,962,1,51,11,2,45,7896,49,1,0,1,50,14,1.4000000000000004
42,4163513474,967,0,36,4,17,48,-9953,8,-1,0,1,-12,-22,-1.1999999999999993
43,4161051062,2012,0,93,18,19,102,-5241,-2,-1,-1,1,-23,-15,-1.0
44,4160473191,2323,0,127,26,42,143,-7664,24,1,-1,-1,-50,-15,-1.1999999999999993
45,4158940409,1459,0,73,12,21,64,-6637,-61,-1,0,-1,-44,-17,-1.200000000000001
46,4158792026,1845,1,71,35,25,85,5348,-61,1,-1,1,63,19,0.8000000000000007
47,4158690093,1725,0,70,22,47,94,-9839,3,1,-1,-1,-37,-49,-2.0
48,4150560544,951,0,37,1,12,43,-5935,-16,-1,0,1,27,-10,-0.8000000000000007
49,4150339701,1348,1,59,36,22,58,9216,29,1,0,1,77,18,1.4000000000000004
50,4150233255,1318,0,55,11,28,60,-9967,-18,-1,-1,-1,0,-43,-1.4000000000000004
51,4150072840,1172,1,47,21,9,49,7355,-3,1,0,-1,-5,25,1.0
52,4141879503,1925,1,89,23,23,111,4841,45,1,1,1,50,-8,-0.40000000000000036
53,4141536785,1458,0,60,14,26,65,-9402,-69,-1,-1,1,-21,-25,-1.6000000000000014
54,4139317309,1978,0,123,5,26,136,-16591,-12,-1,-1,1,-104,-49,-1.799999999999999
55,4137337572,1545,0,67,11,36,65,-14398,-55,1,-1,-1,-103,-38,-2.200000000000001
56,4137221905,1562,1,69,21,16,72,5065,-2,-1,1,-1,-12,20,1.4000000000000004
57,4136497029,1151,0,53,7,21,55,-9326,0,-1,0,-1,2,-40,-1.1999999999999993
58,4135625642,1736,0,90,17,36,85,-11346,29,-1,-1,1,-19,-42,-1.5999999999999996
59,4135631513,968,0,37,2,15,45,-8610,-82,-1,0,-1,-1,-11,-1.0
60,4135503804,2236,1,157,29,15,117,5131,-104,-1,1,-1,15,36,0.5999999999999979
61,4135463990,1373,1,58,17,8,54,8106,-26,1,1,-1,37,17,1.5999999999999996
62,4132750156,1182,1,40,23,10,51,10741,39,1,0,1,2,22,1.6000000000000014
63,4132662255,1224,0,44,8,18,61,-7767,19,-1,0,-1,-22,-24,-0.7999999999999989
64,4131438536,1413,0,63,13,26,64,-6750,21,1,-1,-1,-44,-32,-1.8000000000000007
65,4131349884,2036,0,97,28,40,100,-8348,-11,1,-1,-1,-2,-35,-1.8000000000000007
66,4131228269,1979,1,133,30,20,81,7964,-10,1,1,1,32,-2,0.1999999999999993
67,4131183383,1473,1,61,35,17,57,12733,66,1,1,-1,38,11,1.6000000000000014
68,4130838785,1150,1,41,29,9,41,11114,22,1,0,-1,31,24,1.0
69,4127304820,1531,1,70,21,14,60,5921,-11,1,1,1,36,21,0.8000000000000007
70,4127195860,1497,1,77,31,19,70,10459,-5,1,1,-1,-18,23,1.5999999999999996
71,4127134706,1313,0,51,8,27,43,-13573,-69,-1,-1,-1,-60,-30,-2.0
72,4127017961,1600,0,70,9,23,67,-10019,-35,-1,-1,1,-37,-16,-1.5999999999999996
73,4126859718,1973,0,101,8,18,121,-11410,24,-1,-1,-1,-55,-23,-1.5999999999999996
74,4126778547,1213,0,54,17,34,51,-10289,-87,-1,0,-1,-21,-25,-2.0
75,4126741986,1012,0,41,10,22,38,-5691,-13,1,0,-1,-14,-27,-1.1999999999999993
76,4126486529,1585,0,74,14,40,76,-13898,-5,1,0,-1,-7,-52,-1.5999999999999996
77,4125363745,1035,1,34,18,7,41,7430,78,1,0,1,10,12,1.4000000000000004
78,4125243537,1577,0,78,14,24,57,-5590,-12,1,1,1,-4,-20,-0.40000000000000036
79,4125181013,931,0,32,7,19,44,-3447,-69,1,0,-1,19,-26,-1.1999999999999993
80,4124979926,1831,0,84,22,32,99,-11461,32,-1,-1,-1,-82,-19,-1.1999999999999993
81,4124953438,1361,1,55,27,21,62,8522,61,1,0,-1,-6,0,0.7999999999999989
82,4124850963,1527,1,66,30,20,71,10989,128,1,1,1,69,10,1.5999999999999996
83,4124417063,1795,1,75,38,22,67,9260,-54,1,1,1,0,43,0.8000000000000007
84,4124110363,1636,1,115,19,9,94,8047,-3,-1,1,1,-36,34,1.200000000000001
85,4124060029,1725,0,103,18,32,119,-9668,-1,-1,0,-1,-36,-22,-0.7999999999999989
86,4120640812,1504,1,75,29,17,66,3533,18,-1,0,1,-55,23,1.0
87,4120513018,1150,1,44,15,2,50,7632,51,1,0,1,0,27,1.799999999999999
88,4120336083,2166,1,120,25,25,111,936,-27,-1,-1,1,80,6,0.3999999999999986
89,4120244000,1813,0,99,12,25,88,-5967,-23,1,1,1,-74,-9,-0.40000000000000036
90,4118590836,2556,1,144,17,22,126,2860,15,1,1,-1,62,-5,-0.1999999999999993
91,4118495113,944,0,38,6,19,27,-7825,-58,-1,0,-1,-5,-11,-1.4000000000000004
92,4118432488,1053,0,52,13,23,49,-4096,5,-1,0,-1,25,-12,-1.0
93,4118306793,2002,0,99,20,26,123,-8282,-72,1,0,1,-66,-20,-1.1999999999999993
94,4105344112,940,0,33,8,19,39,-10630,-81,-1,0,-1,-46,-16,-1.4000000000000004
95,4104917522,1670,1,109,20,15,81,4986,-60,-1,1,-1,-25,19,0.8000000000000007
96,4104540446,1027,0,34,3,9,41,-2052,17,1,0,-1,6,-13,-0.7999999999999989
97,4104397715,1649,0,76,22,34,94,-9936,-37,-1,-1,1,-39,-44,-2.0
98,4241563962,1573,0,63,14,35,71,-9873,-18,-1,-1,-1,-2,-34,-1.5999999999999996
99,4241451592,1715,0,75,35,36,86,-5583,-78,1,-1,1,41,-8,-0.8000000000000007
100,4240992890,1373,1,46,29,18,52,9874,14,1,0,1,52,21,0.6000000000000014
101,4240660159,926,1,35,17,4,34,10920,53,1,0,1,44,18,1.4000000000000004
102,4240354239,2196,1,109,31,27,78,7389,6,1,1,-1,99,-5,0.8000000000000007
103,4240138715,1432,0,58,22,26,60,-6103,-55,1,1,-1,-96,-16,-1.0
104,4239979256,1861,0,73,31,37,74,-7239,-67,-1,-1,1,-50,-14,-1.200000000000001
105,4239909363,1620,1,74,30,8,86,11925,11,-1,1,-1,21,45,1.8000000000000007
106,4239844329,1498,0,55,14,25,80,-8738,50,-1,-1,1,43,-23,-0.3999999999999986
107,4237076217,2864,1,187,56,28,160,12392,-48,1,-1,-1,108,16,0.0
108,4236209362,1448,1,53,37,17,64,12750,31,1,0,1,28,35,1.1999999999999993
109,4236142587,1790,0,68,20,38,84,-10198,18,1,-1,-1,-80,-41,-1.6000000000000014
110,4235811213,2358,1,140,37,24,110,-2364,-243,-1,-1,1,30,27,-0.5999999999999979
111,4235211937,2422,1,96,40,32,117,5770,-56,-1,1,-1,-19,38,0.5999999999999979
112,4235038935,2206,0,106,26,27,118,-3435,-86,-1,1,1,-62,2,-0.3999999999999986
113,4233009853,1698,0,87,17,27,81,-8478,18,1,-1,1,-19,-34,-1.6000000000000014
114,4233011399,1265,0,53,4,14,58,-2146,58,1,0,-1,27,-25,-0.5999999999999996
115,4232843469,1618,1,86,40,15,83,14039,3,1,1,1,6,47,2.0
116,4232833087,1258,1,50,37,11,55,14183,74,1,0,-1,-25,28,1.5999999999999996
117,4232673227,1370,1,50,25,16,60,7749,-32,1,0,-1,50,14,1.0
118,4232304535,1372,1,72,23,12,76,10464,77,1,1,1,26,11,2.0
119,4232135489,1537,0,80,14,22,71,-11137,-117,-1,-1,-1,-27,-15,-1.799999999999999
120,4231892073,1802,1,62,33,13,89,12863,-49,1,1,-1,92,35,1.3999999999999986
121,4231554212,983,1,49,22,11,35,8616,34,1,0,-1,22,11,1.4000000000000004
122,4231481467,1175,0,53,14,26,50,-9190,-44,-1,0,-1,3,-17,-1.200000000000001
123,4231151563,1623,0,76,25,35,85,-10237,-62,-1,-1,-1,-101,-11,-0.8000000000000007
124,4230942397,1616,0,82,14,29,82,-12155,-51,1,-1,1,-71,-38,-2.200000000000001
125,4230915010,1326,0,65,11,30,68,-10548,10,-1,0,-1,-7,-42,-1.0
126,4230204841,1213,1,35,23,10,56,11071,83,1,0,1,70,17,1.3999999999999986
127,4229975726,1426,1,57,46,10,44,19943,2,1,1,1,94,59,2.5999999999999996
128,4229542906,1412,1,55,28,11,60,10744,27,1,1,1,12,14,1.3999999999999986
129,4228752344,1685,0,91,11,22,98,-14295,-144,-1,-1,-1,-17,-14,-1.5999999999999996
130,4227532963,1494,1,80,30,5,59,11098,-29,-1,1,1,37,61,1.8000000000000007
131,4227386495,1673,0,104,22,35,77,-14521,-117,-1,-1,1,-44,-36,-2.0
132,4227278479,2096,1,111,26,26,107,271,79,-1,-1,1,-42,-7,0.0
133,4227225657,1476,1,67,32,13,68,13712,-18,1,0,1,20,44,1.1999999999999993
134,4226252789,932,1,38,15,6,31,7270,71,-1,0,1,-5,14,0.6000000000000014
135,4226146060,1621,1,72,26,22,87,7330,40,-1,1,1,19,29,0.7999999999999989
136,4225290711,920,0,30,5,15,37,-7313,-43,-1,0,-1,-8,-19,-1.4000000000000004
137,4225136570,1580,0,79,17,34,78,-16489,-140,-1,-1,-1,-121,-12,-2.0
138,4225069903,1320,1,55,32,7,44,18208,16,1,1,1,94,23,2.6000000000000014
139,4225054326,1681,1,100,30,13,100,4044,4,-1,-1,1,-49,34,0.3999999999999986
140,4224937366,1414,1,61,29,16,68,11938,97,1,1,1,64,11,2.0
141,4224891658,1138,0,40,5,15,41,-6041,-113,-1,0,1,30,-22,-1.4000000000000004
142,4223061077,2047,0,96,32,37,106,-5311,60,1,-1,1,22,-33,-1.200000000000001
143,4222966815,1002,1,38,28,9,31,9099,5,1,0,1,26,32,1.0
144,4222847666,1127,0,38,9,23,46,-8739,-26,-1,0,-1,-4,-32,-1.0
145,4222810614,1707,1,83,41,15,87,12304,12,1,0,-1,10,42,2.1999999999999993
146,4222763533,1308,1,45,25,7,55,10080,10,-1,0,1,7,29,1.5999999999999996
147,4218237494,1665,1,94,32,21,79,8656,14,1,1,-1,26,17,2.0
148,4216892789,1317,1,78,24,14,60,7473,17,1,1,1,-20,15,1.4000000000000004
149,4216753503,1321,1,62,25,10,44,16377,82,1,1,-1,69,24,2.1999999999999993
150,4216560666,2261,1,123,28,25,138,4400,54,-1,1,-1,2,22,0.40000000000000213
151,4216069997,937,1,41,16,4,33,10198,33,1,0,1,62,15,1.5999999999999996
152,4216075409,1668,1,73,32,26,76,6954,41,-1,1,-1,50,12,1.8000000000000007
153,4216061140,1566,0,77,15,36,87,-12434,1,-1,-1,-1,-34,-36,-1.8000000000000007
154,4215966736,945,0,19,8,26,36,-14427,-132,-1,0,-1,-22,-20,-1.5999999999999996
155,4215980399,1317,1,55,25,12,58,7013,-27,1,1,-1,4,14,1.200000000000001
156,4215759559,1583,0,74,11,24,98,-7180,0,-1,0,-1,-7,-21,-1.3999999999999986
157,4215773214,1338,0,69,13,27,48,-10199,-43,-1,0,-1,-60,-5,-1.5999999999999996
158,4215663649,1134,1,49,31,13,42,13658,32,1,0,1,57,29,1.799999999999999
159,4215363858,1625,1,81,36,13,76,11126,46,-1,0,1,40,56,2.0
160,4214979998,2151,0,129,28,34,93,-7676,38,-1,-1,1,-81,-6,-1.0
161,4214990276,1284,1,53,31,10,46,14415,49,1,1,-1,35,33,2.5999999999999996
162,4214734117,1281,0,61,7,15,57,-7323,-73,-1,0,-1,-24,-20,-1.4000000000000004
163,4214665912,1992,0,86,32,32,73,-5334,-147,-1,1,-1,-91,8,-0.5999999999999996
164,4214567366,1361,1,46,26,17,64,8035,18,1,1,-1,55,18,1.8000000000000007
165,4214510083,1523,1,77,34,18,82,14861,78,1,1,-1,90,30,2.200000000000001
166,4214257445,2236,0,127,35,35,159,-4847,-58,-1,-1,-1,-85,4,0.0
167,4214300686,1890,1,89,30,28,77,7002,-47,1,1,-1,18,3,1.4000000000000004
168,4213991159,1821,0,85,18,32,100,-7218,-25,1,-1,1,70,-44,-1.799999999999999
169,4213865508,1939,1,119,31,15,104,13170,-27,1,1,1,130,11,1.8000000000000007
170,4213441509,1584,0,60,18,34,80,-10047,-1,1,0,-1,-84,-34,-1.8000000000000007
171,4212778061,1128,1,42,13,2,53,7690,43,1,0,1,32,24,0.5999999999999996
172,4212617083,2124,1,92,27,28,115,6610,87,1,1,-1,14,-4,1.0
173,4211647338,1875,1,84,25,22,106,4545,71,-1,-1,-1,-25,20,0.40000000000000036
174,4211663289,1477,1,92,18,14,64,7286,0,1,1,-1,23,20,1.3999999999999986
175,4211526181,1485,0,64,16,31,73,-10159,-49,-1,-1,-1,-6,-32,-1.5999999999999996
176,4211418387,1643,0,86,23,23,72,-2618,-38,-1,-1,-1,8,-20,-0.40000000000000036
177,4211344801,1674,1,87,38,16,99,13529,36,1,1,-1,37,35,2.200000000000001
178,4210427204,1689,1,97,36,9,88,11984,-1,-1,1,1,39,44,2.5999999999999996
179,4210322448,1294,1,65,37,13,40,14631,19,1,0,-1,70,42,1.799999999999999
180,4209372132,1557,1,87,27,19,101,8696,37,1,1,-1,48,2,1.3999999999999986
181,4209234345,1773,0,92,15,22,90,-6450,-21,1,-1,1,5,-11,-1.5999999999999996
182,4209052195,941,0,28,3,16,43,-9422,-59,-1,0,-1,-29,-21,-1.5999999999999996
183,4208873115,1460,0,50,10,23,82,-9406,-34,-1,0,1,-5,-23,-1.4000000000000004
184,4208646221,1203,0,42,9,16,65,-4489,-48,1,0,-1,-15,-15,-1.0
185,4208432716,2229,0,98,20,34,127,-8601,-49,-1,1,-1,-44,-49,-1.0
186,4208294656,1482,0,71,15,25,72,-7496,-107,1,-1,-1,11,-20,-1.4000000000000004
187,4208183709,2463,1,146,34,29,164,2516,5,-1,1,1,31,-31,-0.5999999999999979
188,4208093718,1146,1,57,26,11,59,11644,83,1,0,-1,40,29,1.200000000000001
189,4207617108,1932,0,67,22,49,85,-13434,-10,-1,-1,1,-37,-52,-2.0000000000000018
190,4207670053,1296,0,61,10,26,73,-6340,-9,1,-1,1,-13,-33,-2.0
191,4207425321,1628,0,66,14,31,78,-12383,32,-1,-1,-1,-85,-37,-1.4000000000000004
192,4207338587,1358,1,67,23,14,58,8316,9,1,1,1,96,25,1.5999999999999996
193,4207361443,1838,1,106,35,36,91,738,-30,-1,1,1,10,11,0.7999999999999989
194,4255795289,1244,0,42,11,28,59,-14336,-139,-1,0,-1,-59,-27,-1.4000000000000004
195,4255761502,962,0,33,13,27,46,-8690,-126,-1,0,-1,-2,-6,-1.200000000000001
196,4255663162,1632,0,60,16,25,77,-8870,7,-1,-1,1,21,-25,-1.3999999999999986
197,4255601634,1447,1,74,37,17,53,13378,15,1,1,1,15,37,2.200000000000001
198,4255379515,1750,1,90,39,13,100,15112,-1,1,0,1,79,45,1.4000000000000004
199,4255228631,1890,1,100,33,27,92,8628,-17,1,1,-1,78,32,1.5999999999999996
200,4252707261,1982,0,107,28,38,91,-5686,62,-1,1,-1,-21,-25,-0.7999999999999989
201,4251918236,932,1,36,18,5,35,7327,18,1,0,1,-19,8,1.0
202,4249716387,1015,0,43,7,15,43,-7450,-86,-1,0,-1,-16,-1,-1.0
203,4247346627,1353,1,49,24,17,59,4635,-49,1,0,1,26,8,0.5999999999999996
204,4247333254,1261,1,65,27,12,42,6744,-45,-1,0,-1,21,44,1.1999999999999993
205,4247328744,1030,1,49,25,9,38,8175,139,-1,0,-1,7,18,1.4000000000000004
206,4247161499,1958,1,112,39,14,120,7306,-77,1,-1,1,62,70,0.8000000000000007
207,4247052472,1537,0,66,15,17,76,-7096,-76,-1,-1,-1,-35,8,-0.8000000000000007
208,4242033414,1643,0,73,20,40,64,-10943,55,-1,-1,-1,-50,-47,-1.4000000000000004
209,4241849807,1895,0,105,35,37,71,-7602,-42,-1,-1,-1,-28,-4,-0.9999999999999982
210,4241836803,2024,1,142,18,15,116,7241,82,-1,1,-1,37,0,1.4000000000000004
211,4239392496,1236,0,41,9,21,51,-6841,-34,-1,0,-1,-41,-30,-1.4000000000000004
212,4239164903,2669,1,135,38,50,122,-1533,-215,-1,1,1,46,-8,0.0
213,4239025985,1717,1,75,26,23,85,7789,24,-1,1,1,35,16,1.200000000000001
214,4238878723,1223,1,54,24,12,50,5350,28,-1,0,1,-9,13,0.8000000000000007
215,4238834904,2034,1,88,33,25,95,2516,-65,-1,1,1,-3,8,0.40000000000000036
216,4236315023,1394,0,49,12,26,55,-6383,-3,1,0,-1,-37,-30,-1.1999999999999993
217,4236105557,1434,0,78,8,31,68,-8732,2,-1,-1,-1,43,-43,-1.5999999999999996
218,4235949878,1242,1,49,21,7,54,7590,38,-1,0,1,-36,20,0.7999999999999989
219,4235878601,1541,1,94,22,7,81,6920,-51,1,0,1,-9,28,0.3999999999999986
220,4232242673,2718,0,160,29,31,180,317,-64,-1,1,-1,-33,-12,0.0
221,4232200699,1371,1,46,38,14,67,19241,133,1,1,-1,53,16,2.0
222,4232080526,1527,1,69,36,16,59,14914,58,1,1,1,76,27,2.3999999999999986
223,4231598145,1868,1,82,35,20,72,8118,-3,1,1,1,57,25,0.5999999999999996
224,4230266081,1684,0,101,27,33,70,-7926,-48,1,-1,1,-87,11,-1.4000000000000004
225,4230208526,1702,0,75,29,45,66,-9164,15,-1,-1,1,-22,-34,-1.0
226,4229721654,1364,0,78,14,22,53,-3742,-33,-1,0,1,-36,-17,-0.3999999999999986
227,4228279942,1829,1,79,48,33,82,12120,-29,1,1,1,138,7,1.1999999999999993
228,4227969696,1266,1,48,38,18,49,13123,50,1,0,1,21,29,1.0
229,4227530167,980,0,33,6,24,31,-9584,-78,-1,0,-1,-18,-16,-1.4000000000000004
230,4227430077,1357,0,72,15,32,59,-9494,-45,-1,-1,-1,-45,-13,-1.5999999999999996
231,4227265183,1665,0,75,16,32,74,-6317,56,1,-1,-1,-76,-40,-2.200000000000001
232,4227058495,1501,1,77,24,14,75,4893,-55,-1,1,1,41,31,1.5999999999999996
233,4224988597,2153,0,98,23,36,107,-8776,-102,1,1,-1,-1,-31,-1.799999999999999
234,4224787553,1284,1,45,30,18,53,7043,89,-1,0,1,3,25,1.1999999999999993
235,4222928079,1050,1,39,20,5,38,13745,72,1,0,-1,8,23,1.799999999999999
236,4222913538,1377,0,60,18,27,66,-13411,-148,-1,-1,1,-14,-15,-1.4000000000000004
237,4222871985,1500,1,54,30,15,78,13015,103,1,1,-1,49,25,2.5999999999999996
238,4222703051,2399,1,123,54,40,150,3028,18,1,-1,-1,26,24,-0.1999999999999993
239,4218502020,1423,1,75,29,12,58,11022,54,1,1,1,44,16,2.0
240,4218466693,1264,1,53,34,18,49,10891,62,1,0,1,9,9,1.0
241,4218420630,968,1,50,24,12,28,9955,-7,1,0,-1,42,28,1.4000000000000004
242,4218331896,1408,1,70,28,12,51,7684,-6,1,0,1,28,29,0.8000000000000007
243,4218250379,1491,0,56,16,33,57,-8563,10,1,-1,1,-53,-15,-2.0
244,4218098744,1492,1,82,35,17,59,7468,30,1,1,-1,-19,27,1.1999999999999993
245,4217552064,1033,0,36,6,16,33,-10306,-56,-1,0,-1,-26,-11,-1.200000000000001
246,4217420625,1537,0,74,13,31,62,-9816,-51,-1,-1,-1,-60,-17,-1.3999999999999986
247,4217209852,1573,1,80,36,24,62,7391,23,-1,1,1,82,20,2.0
248,4215971474,2396,0,112,25,30,134,-6993,-2,1,1,1,-22,-5,-1.0
249,4215861925,1993,0,99,36,39,81,-4879,2,-1,-1,1,70,-34,-1.0
250,4215529839,1214,0,34,14,40,41,-14832,-50,-1,0,-1,-30,-39,-1.5999999999999996
251,4214446303,1628,0,67,17,29,63,-9206,-80,1,-1,1,16,-18,-1.8000000000000007
252,4214366208,1415,0,62,10,28,57,-14385,-82,-1,0,-1,-77,-28,-2.200000000000001
253,4214361102,1371,0,48,8,22,62,-7786,17,1,0,-1,-34,-23,-1.200000000000001
254,4214305053,1421,0,67,22,28,46,-12360,-144,-1,-1,1,-101,0,-1.3999999999999986
255,4213578403,1586,1,74,20,13,76,9171,105,1,1,1,51,6,1.0
256,4213532270,1581,1,62,24,16,74,4031,48,1,-1,-1,-4,16,0.40000000000000036
257,4213470313,1438,1,57,39,21,65,15924,127,1,1,-1,29,26,1.5999999999999996
258,4213391908,925,1,33,21,4,26,13115,80,1,0,1,36,21,2.0
259,4213255019,811,0,16,1,10,21,-12530,-161,-1,0,1,-11,-15,-3.000000000000001
260,4212926342,1363,0,83,9,23,61,-9463,43,-1,-1,-1,-34,-32,-1.799999999999999
261,4211557534,1540,0,83,7,24,89,-9121,39,-1,-1,-1,-2,-48,-1.8000000000000007
262,4232573394,1886,1,85,34,24,113,11494,45,-1,1,1,44,27,1.4000000000000004
263,4232492751,918,0,31,5,21,41,-12957,-111,-1,0,-1,-1,-18,-2.0
264,4227379588,1085,0,47,9,16,44,-7029,-51,-1,0,1,34,-14,-0.8000000000000007
265,4222955290,1719,1,100,23,10,75,8521,-1,-1,1,-1,-18,34,1.799999999999999
266,4222901168,936,0,31,5,28,38,-11829,-38,-1,0,-1,-30,-33,-1.5999999999999996
267,4222855407,1541,0,80,22,38,81,-6695,33,1,-1,-1,22,-33,-1.4000000000000004
268,4220436726,1601,1,77,23,17,103,13703,71,1,1,1,164,7,2.1999999999999993
269,4217740790,2041,1,119,35,36,93,-5043,-81,1,-1,1,22,-4,-0.6000000000000014
270,4217472738,972,1,45,22,3,26,11685,14,1,0,1,39,23,1.5999999999999996
271,4216941024,1473,1,56,41,22,49,11409,39,1,0,1,75,6,0.5999999999999996
272,4216789811,1629,0,82,21,27,86,-9286,-76,1,-1,-1,-5,16,-0.7999999999999989
273,4216573409,1821,0,87,11,27,102,-9496,-34,-1,-1,1,10,-31,-1.6000000000000014
274,4211491708,1391,1,69,26,13,57,9956,20,1,0,1,41,27,1.1999999999999993
275,4211414401,1557,1,60,32,13,77,14313,66,1,0,1,137,30,1.6000000000000014
276,4211326214,1213,0,49,19,24,52,-2646,3,-1,0,1,5,-11,-1.0
277,4210725194,1655,1,106,23,10,63,6848,0,1,-1,-1,42,12,0.3999999999999986
278,4210607036,1354,0,46,14,29,55,-6078,27,1,0,-1,-16,-10,-1.200000000000001
279,4210544654,1174,1,54,14,3,48,10945,56,1,0,-1,30,16,1.0
280,4208540749,1892,1,102,28,18,99,18000,25,1,1,-1,89,21,1.799999999999999
281,4207880258,918,0,35,3,19,41,-8039,-30,-1,0,-1,-37,-16,-1.4000000000000004
282,4206197847,2087,0,80,40,36,86,-2838,-25,-1,-1,1,43,16,-0.3999999999999986
283,4206140902,1314,1,36,32,21,48,5272,-33,1,0,-1,25,9,1.200000000000001
284,4205783924,917,1,28,24,8,29,7958,22,1,0,1,-8,30,1.5999999999999996
285,4205702275,1236,0,46,17,19,62,-5337,-2,-1,0,-1,-41,14,-0.8000000000000007
286,4204328322,1156,0,56,13,20,57,-5407,-45,-1,0,1,-11,-11,-0.40000000000000036
287,4204007475,1639,0,78,19,25,74,-10057,-101,-1,-1,-1,-37,-13,-1.0
288,4203914434,1419,1,65,18,15,66,7086,48,1,1,-1,86,-5,1.4000000000000004
289,4203882960,1087,1,42,15,6,31,6994,-31,1,0,-1,-3,22,0.8000000000000007
290,4198552194,1760,0,67,36,42,59,-5428,-32,1,-1,-1,-2,-13,-1.5999999999999979
291,4198462558,1585,1,73,36,15,50,14780,30,-1,1,-1,66,50,2.5999999999999996
292,4198395009,1035,1,57,19,5,34,8280,-19,1,0,1,36,23,1.3999999999999986
293,4198306605,1587,0,48,21,32,66,-13177,-47,-1,-1,1,-70,-32,-1.5999999999999996
294,4198248878,1317,0,55,15,25,47,-4371,49,1,0,-1,-52,-19,-1.1999999999999993
295,4197426798,1654,0,81,23,32,82,-11769,-127,-1,-1,-1,-117,-6,-2.200000000000001
296,4197308418,1749,0,82,21,30,94,-5706,61,1,-1,1,29,-39,-1.4000000000000004
